Term,ECSS Standards,Branches
test factors,"['ECSS_E_ST_32_10CRev2Corr1', 'ECSS_E_ST_32_10CRev1', 'ECSS_E_ST_32_10CRev2']",['E']
ultimate design factor of safety,"['ECSS_E_ST_32_10CRev2Corr1', 'ECSS_E_ST_32_10CRev1', 'ECSS_E_ST_32_10CRev2']",['E']
yield design factor of safety,"['ECSS_E_ST_32_10CRev2Corr1', 'ECSS_E_ST_32_10CRev1', 'ECSS_E_ST_32_10CRev2']",['E']
actuator,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_20_21C', 'ECSS_S_ST_00_01C', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']","['E', 'S']"
control system,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']",['E']
deliverable output torque,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']",['E']
deliverable output force,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']",['E']
elementary function,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']",['E']
inertial resistance force,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']",['E']
inertial resistance torque,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']",['E']
fastener,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_32_01CRev2', 'ECSS_Q_ST_70_46CRev1', 'ECSS_E_ST_33_01CRev1', 'ECSS_E_ST_32_01CRev1']","['E', 'Q']"
flushing or purging,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']",['E']
latching or locking,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']",['E']
lubrication,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']",['E']
mechanism,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']",['E']
off-loading,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']",['E']
phase margin,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']",['E']
positively locked,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']",['E']
positive indication of status,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01CRev1']",['E']
primary function,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']",['E']
safety critical mechanism,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01CRev1']",['E']
threaded fastener,"['ECSS_E_ST_33_01CRev2', 'ECSS_Q_ST_70_45C', 'ECSS_Q_ST_70_46CRev1', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']","['E', 'Q']"
tribology,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']",['E']
aided tracking,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
angular rate measurement,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
autonomous attitude determination,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
autonomous attitude tracking,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
autonomous star tracking,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
cartography,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
image download,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
partial image download,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
star tracking,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
sun survivability,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
baffle,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
detector,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
electronic processing unit,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
optical head,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
optical system,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
boresight reference frame,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
inertial reference frame,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
stellar reference frame,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
integration time,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
measurement date,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
output bandwidth,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
half-rectangular field of view,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
full cone field of view,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
pixel field of view,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
aspect angle,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
exclusion angle,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
correct attitude,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
false attitude,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
false star,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
image output time,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
maintenance level of attitude tracking,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
multiple star tracking maintenance level,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
night sky test,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
probability of correct attitude determination,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
probability of false attitude determination,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
probability of invalid attitude solution,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
sensor settling time,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
single star tracking maintenance probability,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
star image,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
star magnitude,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
validity,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
aberration of light,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
fov spatial error,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
pixel spatial error,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
temporal noise,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
thermo elastic error,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
centralized software configuration,['ECSS_E_ST_60_20CRev2'],['E']
fused multiple optical head configuration,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
independent multiple optical head configuration,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
integrated single optical head configuration,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
separated single optical head configuration,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
actuator electronics,['ECSS_E_ST_20_21C'],['E']
actuators group,['ECSS_E_ST_20_21C'],['E']
all-fire current,['ECSS_E_ST_20_21C'],['E']
no-fire current,['ECSS_E_ST_20_21C'],['E']
maximum fire current,['ECSS_E_ST_20_21C'],['E']
minimum actuation current,['ECSS_E_ST_20_21C'],['E']
minimum actuation time,['ECSS_E_ST_20_21C'],['E']
inhibition strap,['ECSS_E_ST_20_21C'],['E']
current-driven actuator,['ECSS_E_ST_20_21C'],['E']
voltage-driven actuator,['ECSS_E_ST_20_21C'],['E']
short duration actuator,['ECSS_E_ST_20_21C'],['E']
long duration actuator,['ECSS_E_ST_20_21C'],['E']
blank,"['ECSS_E_ST_35_06CRev2', 'ECSS_E_ST_35_06CRev1']",['E']
cleanliness verification,"['ECSS_E_ST_35_06CRev2', 'ECSS_Q_ST_70_01C', 'ECSS_Q_ST_70_50C', 'ECSS_E_ST_35_06CRev1']","['E', 'Q']"
crazing,"['ECSS_E_ST_35_06CRev2', 'ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_70_10C', 'ECSS_Q_ST_70_11C', 'ECSS_E_ST_35_06CRev1']","['E', 'Q']"
critical surface,"['ECSS_E_ST_35_06CRev2', 'ECSS_E_ST_35_06CRev1']",['E']
dew point,"['ECSS_E_ST_35_06CRev2', 'ECSS_E_ST_35_06CRev1']",['E']
fibre,"['ECSS_E_ST_35_06CRev2', 'ECSS_Q_ST_70_01C', 'ECSS_E_ST_35_06CRev1']","['E', 'Q']"
field cleaning,"['ECSS_E_ST_35_06CRev2', 'ECSS_E_ST_35_06CRev1']",['E']
generally clean,"['ECSS_E_ST_35_06CRev2', 'ECSS_E_ST_35_06CRev1']",['E']
high-efficiency particulate air filter,"['ECSS_E_ST_35_06CRev2', 'ECSS_E_ST_35_06CRev1']",['E']
non-volatile residue,"['ECSS_E_ST_35_06CRev2', 'ECSS_Q_ST_70_01C', 'ECSS_E_ST_35_06CRev1']","['E', 'Q']"
particle,"['ECSS_E_ST_35_06CRev2', 'ECSS_Q_ST_70_01C', 'ECSS_Q_ST_70_50C', 'ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_60_14C', 'ECSS_E_ST_35_06CRev1']","['E', 'Q']"
passivation,"['ECSS_E_ST_35_06CRev2', 'ECSS_E_ST_35_06CRev1']",['E']
pickling,"['ECSS_E_ST_35_06CRev2', 'ECSS_E_ST_35_06CRev1']",['E']
precision cleaning,"['ECSS_E_ST_35_06CRev2', 'ECSS_E_ST_35_06CRev1']",['E']
pre-cleaning,"['ECSS_E_ST_35_06CRev2', 'ECSS_E_ST_35_06CRev1']",['E']
reversion,"['ECSS_E_ST_35_06CRev2', 'ECSS_E_ST_35_06CRev1']",['E']
silting,"['ECSS_E_ST_35_06CRev2', 'ECSS_E_ST_35_06CRev1']",['E']
test fluid,"['ECSS_E_ST_35_06CRev2', 'ECSS_E_ST_35_06CRev1']",['E']
threshold limit value,"['ECSS_E_ST_35_06CRev2', 'ECSS_E_ST_35_06CRev1']",['E']
visibly clean,"['ECSS_E_ST_35_06CRev2', 'ECSS_Q_ST_70_01C', 'ECSS_Q_ST_70_50C', 'ECSS_E_ST_35_06CRev1']","['E', 'Q']"
visibly clean plus ultraviolet,"['ECSS_E_ST_35_06CRev2', 'ECSS_E_ST_35_06CRev1']",['E']
volatile hydrocarbon,"['ECSS_E_ST_35_06CRev2', 'ECSS_E_ST_35_06CRev1']",['E']
aggregate,['ECSS_E_ST_40_07C'],['E']
association,['ECSS_E_ST_40_07C'],['E']
breakpoint,['ECSS_E_ST_40_07C'],['E']
composite,"['ECSS_E_ST_40_07C', 'ECSS_S_ST_00_01C']","['E', 'S']"
composition,['ECSS_E_ST_40_07C'],['E']
configuration,"['ECSS_E_ST_40_07C', 'ECSS_S_ST_00_01C']","['E', 'S']"
constructor,['ECSS_E_ST_40_07C'],['E']
consumer,"['ECSS_E_ST_40_07C', 'ECSS_M_ST_10_01C']","['E', 'M']"
container,"['ECSS_E_ST_40_07C', 'ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_60_14C']","['E', 'Q']"
contract,"['ECSS_E_ST_40_07C', 'ECSS_S_ST_00_01C']","['E', 'S']"
data transfer,['ECSS_E_ST_40_07C'],['E']
entry point,['ECSS_E_ST_40_07C'],['E']
epoch time,['ECSS_E_ST_40_07C'],['E']
event manager,['ECSS_E_ST_40_07C'],['E']
event sink,['ECSS_E_ST_40_07C'],['E']
event source,['ECSS_E_ST_40_07C'],['E']
exception,['ECSS_E_ST_40_07C'],['E']
field,['ECSS_E_ST_40_07C'],['E']
input field,['ECSS_E_ST_40_07C'],['E']
logger,['ECSS_E_ST_40_07C'],['E']
mission time,['ECSS_E_ST_40_07C'],['E']
model,"['ECSS_E_ST_40_07C', 'ECSS_S_ST_00_01C']","['E', 'S']"
model implementation,['ECSS_E_ST_40_07C'],['E']
model instance,['ECSS_E_ST_40_07C'],['E']
output field,['ECSS_E_ST_40_07C'],['E']
package,"['ECSS_E_ST_40_07C', 'ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_60_14C']","['E', 'Q']"
platform,['ECSS_E_ST_40_07C'],['E']
primitive type,['ECSS_E_ST_40_07C'],['E']
property,['ECSS_E_ST_40_07C'],['E']
provider,['ECSS_E_ST_40_07C'],['E']
reference,['ECSS_E_ST_40_07C'],['E']
resolver,['ECSS_E_ST_40_07C'],['E']
scheduler,['ECSS_E_ST_40_07C'],['E']
simple field,['ECSS_E_ST_40_07C'],['E']
simulation environment,['ECSS_E_ST_40_07C'],['E']
simulation event,['ECSS_E_ST_40_07C'],['E']
simulation time,['ECSS_E_ST_40_07C'],['E']
simulator,['ECSS_E_ST_40_07C'],['E']
simulation,['ECSS_E_ST_40_07C'],['E']
simulation service,['ECSS_E_ST_40_07C'],['E']
source component,['ECSS_E_ST_40_07C'],['E']
target component,['ECSS_E_ST_40_07C'],['E']
time keeper,['ECSS_E_ST_40_07C'],['E']
value,['ECSS_E_ST_40_07C'],['E']
value type,['ECSS_E_ST_40_07C'],['E']
zulu time,['ECSS_E_ST_40_07C'],['E']
analysis margin,['ECSS_E_ST_20_01C'],['E']
assembly,"['ECSS_E_ST_20_01C', 'ECSS_S_ST_00_01C']","['E', 'S']"
backscattered electron,['ECSS_E_ST_20_01C'],['E']
batch,"['ECSS_E_ST_20_01C', 'ECSS_Q_ST_70_03C', 'ECSS_Q_ST_70_04C', 'ECSS_Q_ST_70_20C', 'ECSS_Q_ST_70_22C', 'ECSS_Q_ST_70_13CRev1', 'ECSS_Q_ST_70_60CCorr1', 'ECSS_S_ST_00_01C', 'ECSS_Q_ST_70_13C']","['E', 'Q', 'S']"
batch acceptance margin,['ECSS_E_ST_20_01C'],['E']
critical gap,['ECSS_E_ST_20_01C'],['E']
discharge,['ECSS_E_ST_20_01C'],['E']
ferromagnetic material,['ECSS_E_ST_20_01C'],['E']
gap voltage,['ECSS_E_ST_20_01C'],['E']
heritage,['ECSS_E_ST_20_01C'],['E']
multicarrier average power,['ECSS_E_ST_20_01C'],['E']
minimum inflexion point,['ECSS_E_ST_20_01C'],['E']
multipactor discharge,['ECSS_E_ST_20_01C'],['E']
multipactor threshold,['ECSS_E_ST_20_01C'],['E']
multicarrier signal,['ECSS_E_ST_20_01C'],['E']
rf boundary conditions,['ECSS_E_ST_20_01C'],['E']
secondary electron emission yield,['ECSS_E_ST_20_01C'],['E']
total secondary electron emission coefficient,['ECSS_E_ST_20_01C'],['E']
"ap, kp indices","['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
albedo,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
atmospheric albedo neutrons,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
confidence level,['ECSS_E_ST_10_04CRev1'],['E']
current,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
distribution function f,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
dust,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
earth infrared,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
exosphere,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
external field,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
f10.7 flux,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
geocentric solar magnetospheric coordinates,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
gnss orbits,['ECSS_E_ST_10_04CRev1'],['E']
heterosphere,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
homosphere,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
internal field,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
interplanetary magnetic field,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
l or l shell,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
magnetic local time,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
maxwellian distribution,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
meteoroids,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
meteoroid stream,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
nano-tesla,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
particulate contaminant,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
"single-event upset , single-event effect , single-event latch-up","['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
sporadic flux,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
total solar irradiance,['ECSS_E_ST_10_04CRev1'],['E']
solar flare,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
thermosphere,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
trackable objects,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
world magnetic model,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
acceptance window,['ECSS_E_ST_50_16C'],['E']
bandwidth allocation gap,['ECSS_E_ST_50_16C'],['E']
best-effort traffic,['ECSS_E_ST_50_16C'],['E']
broadcast,['ECSS_E_ST_50_16C'],['E']
cluster,['ECSS_E_ST_50_16C'],['E']
compression master,['ECSS_E_ST_50_16C'],['E']
critical traffic,['ECSS_E_ST_50_16C'],['E']
end-system,['ECSS_E_ST_50_16C'],['E']
flow controlled traffic,['ECSS_E_ST_50_16C'],['E']
globally administered mac,['ECSS_E_ST_50_16C'],['E']
locally administered mac,['ECSS_E_ST_50_16C'],['E']
protocol control frame,['ECSS_E_ST_50_16C'],['E']
raster granularity,['ECSS_E_ST_50_16C'],['E']
rate-constrained,['ECSS_E_ST_50_16C'],['E']
schedule table,['ECSS_E_ST_50_16C'],['E']
switch,['ECSS_E_ST_50_16C'],['E']
synchronization client,['ECSS_E_ST_50_16C'],['E']
synchronization master,['ECSS_E_ST_50_16C'],['E']
synchronization precision,['ECSS_E_ST_50_16C'],['E']
time-triggered frame,['ECSS_E_ST_50_16C'],['E']
unicast,['ECSS_E_ST_50_16C'],['E']
virtual link,['ECSS_E_ST_50_16C'],['E']
virtual link identifier,['ECSS_E_ST_50_16C'],['E']
channel,"['ECSS_E_ST_50CRev1', 'ECSS_E_ST_50C']",['E']
communication service,"['ECSS_E_ST_50CRev1', 'ECSS_E_ST_50C']",['E']
cross support,"['ECSS_E_ST_50CRev1', 'ECSS_E_ST_50C']",['E']
downlink,['ECSS_E_ST_50CRev1'],['E']
duplex service,['ECSS_E_ST_50CRev1'],['E']
essential telecommand,['ECSS_E_ST_50CRev1'],['E']
essential telemetry,['ECSS_E_ST_50CRev1'],['E']
isochronous service,"['ECSS_E_ST_50CRev1', 'ECSS_E_ST_50C']",['E']
protocol,"['ECSS_E_ST_50CRev1', 'ECSS_E_ST_50C']",['E']
service data unit,"['ECSS_E_ST_50CRev1', 'ECSS_E_ST_50C']",['E']
service­provider,['ECSS_E_ST_50CRev1'],['E']
service­user,['ECSS_E_ST_50CRev1'],['E']
simplex,"['ECSS_E_ST_50CRev1', 'ECSS_E_ST_50C']",['E']
sink,"['ECSS_E_ST_50CRev1', 'ECSS_E_ST_50C']",['E']
telecommand,"['ECSS_E_ST_50CRev1', 'ECSS_E_ST_50C']",['E']
telecommand link,['ECSS_E_ST_50CRev1'],['E']
telemetry,"['ECSS_E_ST_50CRev1', 'ECSS_E_ST_50C']",['E']
telemetry link,"['ECSS_E_ST_50CRev1', 'ECSS_E_ST_50C']",['E']
uplink,['ECSS_E_ST_50CRev1'],['E']
user application,"['ECSS_E_ST_50CRev1', 'ECSS_E_ST_50C']",['E']
aggressive environment,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
analytical life,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
containment,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
crack-like defect,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
"crack aspect ratio, a/c","['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
crack growth rate,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
crack growth retardation,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
critical crack size,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
"critical initial defect, cid","['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
critical stress-intensity factor,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
cyclic loading,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
damage tolerance threshold strain,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
damage tolerant,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
defect,"['ECSS_E_ST_32_01CRev2', 'ECSS_Q_ST_70_39C', 'ECSS_S_ST_00_01C', 'ECSS_E_ST_32_01CRev1']","['E', 'Q', 'S']"
detected defect,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
fail-safe,"['ECSS_E_ST_32_01CRev2', 'ECSS_Q_ST_70_46CRev1', 'ECSS_S_ST_00_01C', 'ECSS_Q_ST_40C', 'ECSS_E_ST_32_01CRev1']","['E', 'Q', 'S']"
fatigue,"['ECSS_E_ST_32_01CRev2', 'ECSS_Q_ST_70_45C', 'ECSS_E_ST_32_01CRev1']","['E', 'Q']"
fracture critical item,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
fracture limited life item,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
fracture toughness,"['ECSS_E_ST_32_01CRev2', 'ECSS_Q_ST_70_45C', 'ECSS_E_ST_32_01CRev1']","['E', 'Q']"
initial crack size,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
joint,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
"load enhancement factor, lef","['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
loading event,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
load spectrum,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
"potential fracture critical item, pfci","['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
r-ratio,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
rotating machinery,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
"stress-corrosion cracking, scc","['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
"stress intensity factor, k","['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
structural screening,['ECSS_E_ST_32_01CRev2'],['E']
"threshold stress intensity range,",['ECSS_E_ST_32_01CRev2'],['E']
variable amplitude spectrum,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
ambient level,"['ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_20_07CRev1']",['E']
antenna factor,"['ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_20_07CRev1']",['E']
common mode voltage,"['ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_20_07CRev1']",['E']
contact discharge method,"['ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_20_07CRev1']",['E']
electromagnetic environmental effects,"['ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_20_07CRev1']",['E']
field strength,"['ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_20_07CRev1']",['E']
ground plane,"['ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_20_07CRev1']",['E']
improper response,"['ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_20_07CRev1']",['E']
inadvertent response,"['ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_20_07CRev1']",['E']
line impedance stabilization network,"['ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_20_07CRev1']",['E']
not operating,"['ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_20_07CRev1']",['E']
overshield,"['ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_20_07CRev1']",['E']
passive intermodulation product,"['ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_20_07CRev1']",['E']
power quality requirements,"['ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_20_07CRev1']",['E']
soft magnetic material,"['ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_20_07CRev1']",['E']
test antenna,"['ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_20_07CRev1']",['E']
24-hour equivalent noise exposure level,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_03C']",['E']
